name,place,year,lon,lat
应勇,浙江,1976,120.15,30.28
应勇,台州,1983,121.43,28.68
应勇,绍兴,1992,120.57,30.0
应勇,浙江,1995,120.15,30.28
应勇,北京,2003,116.4,39.9
应勇,浙江,2006,120.15,30.28
应勇,上海,2008,121.47,31.23
应勇,北京,2011,116.4,39.9
应勇,上海,2014,121.47,31.23
魏凤和,北京,2012,116.4,39.9
穆虹,延庆县,1976,115.97,40.45
穆虹,北京,1978,116.4,39.9
穆虹,广西壮族自治区,2004,108.37,22.82
穆虹,北京,2014,116.4,39.9
潘立刚,北京,1975,116.4,39.9
潘立刚,大连,1978,121.62,38.92
潘立刚,北京,1984,116.4,39.9
潘立刚,湖北,2006,114.3,30.6
潘立刚,北京,2010,116.4,39.9
黎火辉,福建,2011,119.3,26.08
黎火辉,北京,2017,116.4,39.9
雒树刚,北京,1983,116.4,39.9
冷溶,黑龙江,1969,126.53,45.8
冷溶,北京,1973,116.4,39.9
冷溶,山东,2000,116.98,36.67
冷溶,北京,2001,116.4,39.9
汪洋,安徽,1972,117.25,31.83
汪洋,北京,1979,116.4,39.9
汪洋,安徽,1980,117.25,31.83
汪洋,铜陵,1988,117.82,30.93
汪洋,北京,1989,116.4,39.9
汪洋,安徽,1992,117.25,31.83
汪洋,北京,1997,116.4,39.9
汪洋,安徽,1998,117.25,31.83
汪洋,北京,2001,116.4,39.9
汪洋,重庆,2005,106.55,29.57
汪洋,广东,2007,113.27,23.13
汪洋,北京,2012,116.4,39.9
汪永清,贵溪,1975,117.22,28.28
汪永清,吉林,1981,125.32,43.9
汪永清,北京,1985,116.4,39.9
汪永清,秦皇岛,1992,119.6,39.93
汪永清,北京,1999,116.4,39.9
汪永清,吉林,2005,125.32,43.9
汪永清,北京,2012,116.4,39.9
沈金龙,大连,2011,121.62,38.92
沈金龙,北京,2016,116.4,39.9
沈晓明,温州,1979,120.7,28.0
沈晓明,上海,1988,121.47,31.23
沈晓明,浦东新区,2013,121.53,31.22
沈晓明,上海,2015,121.47,31.23
沈晓明,北京,2017,116.4,39.9
沈跃跃,宁波,1977,121.55,29.88
沈跃跃,浙江,1986,120.15,30.28
沈跃跃,北京,1990,116.4,39.9
沈跃跃,浙江,1991,120.15,30.28
沈跃跃,绍兴,1997,120.57,30.0
沈跃跃,浙江,1998,120.15,30.28
沈跃跃,安徽,2001,117.25,31.83
沈跃跃,北京,2002,116.4,39.9
沈德咏,修水县,1972,114.57,29.03
沈德咏,江西,1975,115.85,28.68
沈德咏,北京,1995,116.4,39.9
沈德咏,江西,1998,115.85,28.68
沈德咏,北京,1999,116.4,39.9
沈德咏,上海,2008,121.47,31.23
怀进鹏,吉林,1980,125.32,43.9
怀进鹏,哈尔滨,1984,126.53,45.8
怀进鹏,北京,1987,116.4,39.9
宋丹,北京,1978,116.4,39.9
宋涛,沙县,1973,117.78,26.4
宋涛,福建,1978,119.3,26.08
宋涛,北京,2013,116.4,39.9
宋秀岩,西宁,1971,101.78,36.62
宋秀岩,北京,2002,116.4,39.9
宋秀岩,青海,2005,101.78,36.62
宋秀岩,北京,2010,116.4,39.9
张军,安县,1973,104.57,31.53
张军,吉林,1975,125.32,43.9
张军,北京,1990,116.4,39.9
张军,海淀区,1991,116.3,39.95
张军,北京,2000,116.4,39.9
张军,武汉,2004,114.3,30.6
张军,北京,2007,116.4,39.9
张又侠,北京,2005,116.4,39.9
张又侠,沈阳,2007,123.43,41.8
张又侠,北京,2012,116.4,39.9
张升民,北京,2016,116.4,39.9
张庆伟,北京,2009,116.4,39.9
张庆伟,河北,2012,114.52,38.05
张庆伟,北京,2014,116.4,39.9
张庆黎,山东,1971,116.98,36.67
张庆黎,东平县,1976,116.47,35.93
张庆黎,北京,1978,116.4,39.9
张庆黎,东营,1986,118.67,37.43
张庆黎,北京,1992,116.4,39.9
张庆黎,东营,1993,118.67,37.43
张庆黎,山东,1995,116.98,36.67
张庆黎,甘肃,1998,103.82,36.07
张庆黎,石河子,1999,86.03,44.3
张庆黎,新疆维吾尔,2004,87.62,43.82
张庆黎,西藏自治区,2005,91.13,29.65
张庆黎,河北,2011,114.52,38.05
张纪南,塘沽区,1974,117.65,39.02
张纪南,津市,1975,111.88,29.62
张纪南,武汉,1978,114.3,30.6
张纪南,津市,1982,111.88,29.62
张纪南,塘沽区,1984,117.65,39.02
张纪南,津市,1986,111.88,29.62
张纪南,北京,1990,116.4,39.9
张纪南,海南,1991,110.32,20.03
张纪南,河南,2003,113.62,34.75
张纪南,北京,2004,116.4,39.9
张国清,长春,1981,125.32,43.9
张国清,北京,1997,116.4,39.9
张国清,重庆,2013,106.55,29.57
张春贤,武汉,1970,114.3,30.6
张春贤,河南,1975,113.62,34.75
张春贤,云南,1995,102.72,25.05
张春贤,哈尔滨,1998,126.53,45.8
张春贤,北京,2000,116.4,39.9
张春贤,湖南,2005,112.93,28.23
张春贤,北京,2010,116.4,39.9
张晓明,香港,1994,114.08,22.2
张晓明,北京,2012,116.4,39.9
张裔炯,青海,1972,101.78,36.62
张裔炯,北京,1979,116.4,39.9
张裔炯,青海,1980,101.78,36.62
张裔炯,北京,1990,116.4,39.9
张裔炯,青海,1994,101.78,36.62
张裔炯,北京,1995,116.4,39.9
张裔炯,青海,1997,101.78,36.62
张裔炯,西藏自治区,2006,91.13,29.65
张裔炯,江西,2010,115.85,28.68
张裔炯,井冈山,2011,114.27,26.72
张裔炯,北京,2012,116.4,39.9
陆昊,北京,1985,116.4,39.9
陆昊,海淀区,1999,116.3,39.95
陆昊,北京,2002,116.4,39.9
陈希,福州,1970,119.3,26.08
陈希,北京,1990,116.4,39.9
陈希,辽宁,2011,123.43,41.8
陈希,北京,2017,116.4,39.9
陈武,南宁,1972,108.37,22.82
陈武,北京,1997,116.4,39.9
陈武,广西壮族自治区,2000,108.37,22.82
陈豪,临江,1973,126.9,41.8
陈豪,静安区,1979,121.45,31.23
陈豪,上海,1997,121.47,31.23
陈豪,北京,2006,116.4,39.9
陈豪,上海,2008,121.47,31.23
陈豪,云南,2014,102.72,25.05
陈豪,北京,2017,116.4,39.9
陈文清,金口河区,1984,103.08,29.25
陈文清,五通桥区,1986,103.82,29.4
陈文清,乐山,1990,103.77,29.57
陈文清,四川,1994,104.07,30.67
陈文清,福建,2011,119.3,26.08
陈文清,北京,2015,116.4,39.9
陈吉宁,北京,2017,116.4,39.9
陈全国,驻马店,1977,114.02,32.98
陈全国,郑州,1978,113.62,34.75
陈全国,平舆县,1981,114.63,32.97
陈全国,驻马店,1983,114.02,32.98
陈全国,遂平县,1988,114.0,33.15
陈全国,平顶山,1994,113.18,33.77
陈全国,漯河,1996,114.02,33.58
陈全国,河南,1998,113.62,34.75
陈全国,武汉,1999,114.3,30.6
陈全国,河北,2009,114.52,38.05
陈全国,西藏自治区,2011,91.13,29.65
陈全国,新疆维吾尔,2016,87.62,43.82
陈求发,湖南,1973,112.93,28.23
陈求发,北京,2000,116.4,39.9
陈求发,辽宁,2015,123.43,41.8
陈求发,北京,2017,116.4,39.9
陈宝生,榆中县,1974,104.12,35.85
陈宝生,北京,1978,116.4,39.9
陈宝生,甘肃,1982,103.82,36.07
陈宝生,酒泉,1999,98.52,39.75
陈宝生,北京,2002,116.4,39.9
陈宝生,甘肃,2005,103.82,36.07
陈宝生,北京,2008,116.4,39.9
陈宝生,甘肃,2016,103.82,36.07
陈润儿,陵县,1975,116.57,37.33
陈润儿,湖南,1983,112.93,28.23
陈润儿,陵县,1985,116.57,37.33
陈润儿,郴州,1992,113.02,25.78
陈润儿,北京,1993,116.4,39.9
陈润儿,郴州,1994,113.02,25.78
陈润儿,娄底,1997,112.0,27.73
陈润儿,湖南,1999,112.93,28.23
陈润儿,湘潭,2000,112.93,27.83
陈润儿,湖南,2006,112.93,28.23
陈润儿,黑龙江,2013,126.53,45.8
陈润儿,河南,2016,113.62,34.75
陈敏尔,绍兴,1978,120.57,30.0
陈敏尔,浙江,1982,120.15,30.28
陈敏尔,绍兴,1983,120.57,30.0
陈敏尔,兴县,1987,111.12,38.47
陈敏尔,绍兴,1989,120.57,30.0
陈敏尔,兴县,1990,111.12,38.47
陈敏尔,北京,1995,116.4,39.9
陈敏尔,兴县,1996,111.12,38.47
陈敏尔,宁波,1997,121.55,29.88
陈敏尔,浙江,1999,120.15,30.28
陈敏尔,贵州,2012,106.63,26.65
陈敏尔,重庆,2017,106.55,29.57
努尔兰·阿不都满金,巩留县,1985,82.23,43.48
努尔兰·阿不都满金,北京,1990,116.4,39.9
努尔兰·阿不都满金,伊犁哈萨克自治州,1992,81.32,43.92
努尔兰·阿不都满金,新疆维吾尔,1995,87.62,43.82
努尔兰·阿不都满金,北京,1998,116.4,39.9
努尔兰·阿不都满金,伊犁哈萨克自治州,2001,81.32,43.92
努尔兰·阿不都满金,新疆维吾尔,2003,87.62,43.82
苗圩,合肥,1982,117.25,31.83
苗圩,湖北,2005,114.3,30.6
苗圩,北京,2015,116.4,39.9
苗华,兰州,2010,103.82,36.07
苗华,北京,2017,116.4,39.9
苟仲文,北京,2012,116.4,39.9
范骁骏,北京,2005,116.4,39.9
范骁骏,广州,2008,113.27,23.13
范骁骏,济南,2014,116.98,36.67
范骁骏,北京,2017,116.4,39.9
林铎,北京,1982,116.4,39.9
林铎,城区,2003,113.28,40.08
林铎,黑龙江,2010,126.53,45.8
林铎,辽宁,2014,123.43,41.8
林铎,北京,2015,116.4,39.9
林铎,甘肃,2016,103.82,36.07
林铎,北京,2017,116.4,39.9
尚宏,酒泉,2016,98.52,39.75
金壮龙,上海,1989,121.47,31.23
金壮龙,北京,2017,116.4,39.9
周强,梅县,1976,116.05,24.28
周强,深圳,1993,114.05,22.55
周强,北京,1995,116.4,39.9
周强,湖南,2006,112.93,28.23
周亚宁,安徽,2008,117.25,31.83
周亚宁,昆明,2009,102.72,25.05
周亚宁,北京,2017,116.4,39.9
郑和,南京,2013,118.78,32.07
郑和,成都,2016,104.07,30.67
郑和,北京,2017,116.4,39.9
郑卫平,广州,2007,113.27,23.13
郑卫平,南京,2012,118.78,32.07
郑卫平,北京,2017,116.4,39.9
郑晓松,福建,2013,119.3,26.08
郑晓松,北京,2016,116.4,39.9
孟祥锋,北京,2007,116.4,39.9
孟祥锋,杭州,2008,120.15,30.28
孟祥锋,辽宁,2011,123.43,41.8
孟祥锋,北京,2015,116.4,39.9
赵乐际,贵德县,1974,101.43,36.05
赵乐际,青海,1975,101.78,36.62
赵乐际,北京,1977,116.4,39.9
赵乐际,青海,1980,101.78,36.62
赵乐际,北京,1999,116.4,39.9
赵乐际,青海,2000,101.78,36.62
赵乐际,北京,2005,116.4,39.9
赵乐际,陕西,2008,108.93,34.27
赵乐际,北京,2017,116.4,39.9
赵克志,莱西,1973,120.5,36.87
赵克志,山东,1980,116.98,36.67
赵克志,莱西,1982,120.5,36.87
赵克志,即墨,1987,120.45,36.38
赵克志,山东,1991,116.98,36.67
赵克志,北京,1995,116.4,39.9
赵克志,德州,1997,116.3,37.45
赵克志,山东,2001,116.98,36.67
赵克志,江苏,2006,118.78,32.07
赵克志,贵州,2010,106.63,26.65
赵克志,河北,2015,114.52,38.05
赵克志,北京,2017,116.4,39.9
赵宗岐,重庆,1999,106.55,29.57
赵宗岐,济南,2008,116.98,36.67
赵宗岐,北京,2016,116.4,39.9
郝鹏,渭源县,1976,104.22,35.13
郝鹏,兰州,1982,103.82,36.07
郝鹏,西藏自治区,2003,91.13,29.65
郝鹏,青海,2013,101.78,36.62
郝鹏,北京,2016,116.4,39.9
胡和平,北京,2008,116.4,39.9
胡和平,浙江,2013,120.15,30.28
胡和平,延安,2015,109.48,36.6
胡和平,陕西,2016,108.93,34.27
胡泽君,西充县,1974,105.88,31.0
胡泽君,南充,1977,106.08,30.78
胡泽君,北京,1994,116.4,39.9
胡泽君,广东,2004,113.27,23.13
胡泽君,北京,2010,116.4,39.9
胡春华,北京,1979,116.4,39.9
胡春华,西藏自治区,1983,91.13,29.65
胡春华,林芝地区,1992,94.37,29.68
胡春华,西藏自治区,1995,91.13,29.65
胡春华,北京,1997,116.4,39.9
胡春华,西藏自治区,2003,91.13,29.65
胡春华,北京,2008,116.4,39.9
胡春华,河北,2009,114.52,38.05
胡春华,内蒙古自治区,2010,111.73,40.83
胡春华,北京,2017,116.4,39.9
咸辉,定西,1975,104.62,35.58
咸辉,北京,1978,116.4,39.9
咸辉,甘肃,1982,103.82,36.07
咸辉,北京,2016,116.4,39.9
钟山,浙江,1998,120.15,30.28
钟山,合作,2003,102.92,34.98
钟山,浙江,2008,120.15,30.28
钟山,北京,2017,116.4,39.9
信春鹰,吉林,1975,125.32,43.9
信春鹰,澳门,1991,113.33,22.13
信春鹰,北京,2015,116.4,39.9
侯建国,福清,1976,119.38,25.72
侯建国,福建,1989,119.3,26.08
侯建国,广西壮族自治区,2017,108.37,22.82
娄勤俭,桐梓县,1973,106.82,28.13
娄勤俭,北京,1996,116.4,39.9
娄勤俭,陕西,2010,108.93,34.27
娄勤俭,江苏,2017,118.78,32.07
洛桑江村,西藏自治区,1986,91.13,29.65
洛桑江村,北京,1990,116.4,39.9
洛桑江村,西藏自治区,1992,91.13,29.65
洛桑江村,北京,2001,116.4,39.9
洛桑江村,西藏自治区,2003,91.13,29.65
洛桑江村,北京,2017,116.4,39.9
骆惠宁,郊区,1970,113.58,37.93
骆惠宁,鞍山,1971,122.98,41.1
骆惠宁,安徽,1978,117.25,31.83
骆惠宁,巢湖,1998,117.87,31.6
骆惠宁,安徽,1999,117.25,31.83
骆惠宁,青海,2003,101.78,36.62
骆惠宁,山西,2016,112.55,37.87
骆惠宁,北京,2017,116.4,39.9
秦生祥,北京,2002,116.4,39.9
袁家军,北京,1980,116.4,39.9
袁家军,宁夏回族自治区,2013,106.28,38.47
袁家军,浙江,2014,120.15,30.28
袁誉柏,安县,1968,104.57,31.53
袁誉柏,青岛,1976,120.38,36.07
袁誉柏,北海,2010,109.12,21.48
袁誉柏,北京,2017,116.4,39.9
袁曙宏,安徽,1984,117.25,31.83
袁曙宏,北京,1993,116.4,39.9
聂辰席,寿县,1974,116.78,32.58
聂辰席,河北,1980,114.52,38.05
聂辰席,北京,1999,116.4,39.9
聂辰席,邯郸,2001,114.48,36.62
聂辰席,河北,2006,114.52,38.05
聂辰席,北京,2015,116.4,39.9
栗战书,河北,1971,114.52,38.05
栗战书,无极县,1983,114.97,38.18
栗战书,河北,1985,114.52,38.05
栗战书,北京,1988,116.4,39.9
栗战书,承德,1990,117.93,40.97
栗战书,河北,1993,114.52,38.05
栗战书,陕西,1998,108.93,34.27
栗战书,黑龙江,2003,126.53,45.8
栗战书,贵州,2010,106.63,26.65
栗战书,北京,2012,116.4,39.9
钱小芊,上海,1973,121.47,31.23
钱小芊,北京,1991,116.4,39.9
铁凝,博野县,1975,115.47,38.45
铁凝,保定,1979,115.47,38.87
铁凝,河北,1986,114.52,38.05
铁凝,北京,2016,116.4,39.9
倪岳峰,合肥,1980,117.25,31.83
倪岳峰,青岛,1993,120.38,36.07
倪岳峰,福建,2011,119.3,26.08
徐麟,上海,1982,121.47,31.23
徐麟,浦东新区,2008,121.53,31.22
徐麟,上海,2013,121.47,31.23
徐麟,北京,2015,116.4,39.9
徐乐江,安县,1974,104.57,31.53
徐乐江,江西,1978,115.85,28.68
徐乐江,上海,1986,121.47,31.23
徐乐江,香港,2000,114.08,22.2
徐乐江,北京,2004,116.4,39.9
徐乐江,上海,2005,121.47,31.23
徐乐江,北京,2017,116.4,39.9
徐安祥,南京,2007,118.78,32.07
徐安祥,广州,2012,113.27,23.13
徐安祥,北京,2016,116.4,39.9
高津,北京,2015,116.4,39.9
郭声琨,兴国县,1973,115.35,26.33
郭声琨,江西,1977,115.85,28.68
郭声琨,贵溪,1990,117.22,28.28
郭声琨,南昌,1993,115.85,28.68
郭声琨,北京,1995,116.4,39.9
郭声琨,广西壮族自治区,2004,108.37,22.82
郭声琨,北京,2013,116.4,39.9
郭树清,四子王旗,1974,111.7,41.52
郭树清,贵州,1998,106.63,26.65
郭树清,北京,2004,116.4,39.9
郭树清,山东,2013,116.98,36.67
郭树清,北京,2017,116.4,39.9
唐仁健,四川,1979,104.07,30.67
唐仁健,北京,1984,116.4,39.9
唐仁健,广西壮族自治区,2014,108.37,22.82
唐仁健,甘肃,2017,103.82,36.07
黄明,兴化,1975,119.85,32.92
黄明,江苏,1978,118.78,32.07
黄明,宁县,1982,107.92,35.5
黄明,江苏,1990,118.78,32.07
黄明,北京,2016,116.4,39.9
黄守宏,北京,1993,116.4,39.9
黄坤明,上杭县,1977,116.42,25.05
黄坤明,福建,1978,119.3,26.08
黄坤明,龙岩,1982,117.03,25.1
黄坤明,北京,1985,116.4,39.9
黄坤明,龙岩,1988,117.03,25.1
黄坤明,永定县,1993,116.73,24.72
黄坤明,龙岩,1998,117.03,25.1
黄坤明,湖州,1999,120.08,30.9
黄坤明,嘉兴,2003,120.75,30.75
黄坤明,浙江,2007,120.15,30.28
黄坤明,北京,2013,116.4,39.9
黄树贤,南京,1975,118.78,32.07
黄树贤,扬中,1977,119.82,32.23
黄树贤,代县,1983,112.95,39.07
黄树贤,江苏,1985,118.78,32.07
黄树贤,北京,2002,116.4,39.9
曹建明,静安区,1972,121.45,31.23
曹建明,上海,1975,121.47,31.23
曹建明,北京,2001,116.4,39.9
龚正,北京,1978,116.4,39.9
龚正,天津,1993,117.2,39.12
龚正,北京,2001,116.4,39.9
龚正,深圳,2003,114.05,22.55
龚正,北京,2004,116.4,39.9
龚正,浙江,2008,120.15,30.28
龚正,山东,2015,116.98,36.67
盛斌,黑龙江,2014,126.53,45.8
盛斌,北京,2016,116.4,39.9
雪克来提·扎克尔,乌鲁木齐县,1970,87.6,43.8
雪克来提·扎克尔,新疆维吾尔,1972,87.62,43.82
雪克来提·扎克尔,乌鲁木齐县,1974,87.6,43.8
雪克来提·扎克尔,湖北,1978,114.3,30.6
雪克来提·扎克尔,新疆维吾尔,1984,87.62,43.82
雪克来提·扎克尔,北京,1996,116.4,39.9
雪克来提·扎克尔,新疆维吾尔,2000,87.62,43.82
雪克来提·扎克尔,北京,2004,116.4,39.9
雪克来提·扎克尔,新疆维吾尔,2013,87.62,43.82
雪克来提·扎克尔,北京,2015,116.4,39.9
鄂竟平,白山,1973,126.42,41.93
鄂竟平,吉林,1975,125.32,43.9
鄂竟平,北京,2010,116.4,39.9
鹿心社,武汉,1978,114.3,30.6
鹿心社,北京,1989,116.4,39.9
鹿心社,南通,1995,120.88,31.98
鹿心社,北京,2000,116.4,39.9
鹿心社,甘肃,2010,103.82,36.07
鹿心社,江西,2011,115.85,28.68
鹿心社,北京,2014,116.4,39.9
鹿心社,江西,2016,115.85,28.68
谌贻琴,织金县,1977,105.77,26.67
谌贻琴,贵州,1978,106.63,26.65
谌贻琴,织金县,1990,105.77,26.67
谌贻琴,贵州,1993,106.63,26.65
谌贻琴,北京,1998,116.4,39.9
谌贻琴,贵州,2001,106.63,26.65
谌贻琴,铜仁,2003,109.18,27.72
谌贻琴,贵州,2007,106.63,26.65
谌贻琴,北京,2009,116.4,39.9
谌贻琴,贵州,2012,106.63,26.65
彭清华,大冶,1974,114.97,30.1
彭清华,北京,1979,116.4,39.9
彭清华,中山,1996,113.38,22.52
彭清华,北京,2003,116.4,39.9
彭清华,广西壮族自治区,2012,108.37,22.82
蒋超良,湖南,1974,112.93,28.23
蒋超良,深圳,1997,114.05,22.55
蒋超良,广州,1998,113.27,23.13
蒋超良,湖北,2002,114.3,30.6
蒋超良,北京,2008,116.4,39.9
蒋超良,吉林,2014,125.32,43.9
蒋超良,湖北,2016,114.3,30.6
蒋超良,北京,2017,116.4,39.9
韩正,上海,1975,121.47,31.23
韩正,卢湾区,1992,121.47,31.22
韩正,上海,1995,121.47,31.23
韩正,北京,2017,116.4,39.9
韩卫国,南京,2013,118.78,32.07
韩卫国,北京,2015,116.4,39.9
韩长赋,宾县,1973,127.48,45.75
韩长赋,黑龙江,1975,126.53,45.8
韩长赋,宾县,1976,127.48,45.75
韩长赋,北京,1979,116.4,39.9
韩长赋,山西,1985,112.55,37.87
韩长赋,北京,1987,116.4,39.9
韩长赋,吉林,2006,125.32,43.9
韩长赋,北京,2009,116.4,39.9
傅政华,北京,2010,116.4,39.9
谢伏瞻,天门,1973,113.17,30.67
谢伏瞻,北京,2001,116.4,39.9
谢伏瞻,河南,2013,113.62,34.75
楼阳生,浦江县,1976,119.88,29.45
楼阳生,浙江,1978,120.15,30.28
楼阳生,龙游县,1982,119.17,29.03
楼阳生,衢州,1989,118.87,28.93
楼阳生,浙江,1991,120.15,30.28
楼阳生,北京,1993,116.4,39.9
楼阳生,浙江,1996,120.15,30.28
楼阳生,金华,1999,119.65,29.08
楼阳生,丽水,2003,119.92,28.45
楼阳生,浙江,2008,120.15,30.28
楼阳生,海南,2009,110.32,20.03
楼阳生,湖北,2012,114.3,30.6
楼阳生,山西,2014,112.55,37.87
蔡奇,安县,1973,104.57,31.53
蔡奇,福建,1975,119.3,26.08
蔡奇,三明,1997,117.62,26.27
蔡奇,衢州,1999,118.87,28.93
蔡奇,台州,2004,121.43,28.68
蔡奇,浙江,2007,120.15,30.28
蔡奇,北京,2014,116.4,39.9
蔡名照,连云港,1976,119.22,34.6
蔡名照,江苏,1978,118.78,32.07
蔡名照,山东,1992,116.98,36.67
蔡名照,北京,1995,116.4,39.9
